,RegionID,State,County,City,ZipCode,Bedrooms,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0,91982,TX,Fort Bend County,Katy,77494,4,207872.54,209339.03,212669.72,217202.87,224751.84,230864.84,234504.65,242370.98,246270.54,246536.6,252292.35,245303.87,250318.93,270819.6,301220.99,325344.22,322512.06,315639.45,318558.0,321955.64,329216.25,380036.69,462721.58,475595.72
1,61148,NJ,Ocean County,Lakewood,8701,4,155726.14,177811.94,203621.68,253323.76,293981.01,336453.82,369291.83,346822.03,321683.98,295511.11,283721.75,268243.45,267074.23,284428.95,302163.67,329259.63,370958.37,396431.43,410327.09,409169.97,421062.98,491574.62,604508.33,675000.59
2,91940,TX,Harris County,Katy,77449,4,119422.67,119461.43,121161.73,125569.51,131369.68,135756.12,136090.84,141339.53,139021.94,132849.43,133111.01,125723.14,123781.32,132910.81,150305.06,167638.71,180562.78,186329.54,194342.36,202259.19,210419.08,243385.23,298031.99,298617.22
3,91733,TX,Harris County,Houston,77084,4,120907.22,122532.69,124353.88,128156.1,134253.44,139118.84,139558.17,143848.85,143172.83,139116.78,139366.84,133793.87,133349.01,141701.09,158396.48,176004.77,186101.05,190469.99,197052.86,205759.88,214672.65,248772.7,300437.44,303660.33
4,93144,TX,El Paso County,El Paso,79936,4,110203.79,106753.2,105977.09,110024.6,120162.17,130966.63,145803.64,161096.88,159237.3,151962.82,150738.38,147674.18,146092.35,146656.38,147432.54,148566.5,150457.07,154701.53,157096.29,161769.88,171507.23,196699.24,228734.29,243546.42
5,92593,TX,Travis County,Pflugerville,78660,4,182787.38,184535.77,186900.42,186239.49,188323.82,189567.37,192035.8,196474.25,199059.59,190040.82,185612.49,180720.06,180990.48,194774.6,213326.23,234201.38,254072.77,265237.7,271383.56,276124.41,294954.24,405004.89,504104.09,450957.69
6,62019,NY,Kings County,New York,11208,4,188448.45,200630.17,215826.74,252974.48,291636.45,358600.74,433874.23,461728.99,468533.97,397743.5,363148.8,338283.34,329459.29,339431.91,373008.8,418684.59,466214.26,510318.76,546916.1,587851.57,621675.09,659369.19,699439.45,704691.85
7,95992,CA,Los Angeles County,Los Angeles,90011,4,153099.74,155325.83,162464.49,184399.44,228509.0,309613.93,390741.7,419943.76,352356.01,231140.85,198902.21,192409.97,189823.47,217968.72,262695.51,293562.58,318553.89,362047.22,424112.49,459743.56,497606.49,563203.6,612676.34,604323.52
8,91926,TX,Harris County,Cypress,77433,4,214183.06,213435.0,215247.75,221646.18,230765.53,236771.39,238971.08,249593.82,248054.99,242450.2,243613.56,237216.49,236687.67,251008.53,278196.56,303885.46,306271.31,302936.86,306219.06,312870.14,323826.31,374717.43,451883.94,459570.41
9,84630,IL,Cook County,Chicago,60629,4,105646.47,117549.11,130375.93,146002.03,163666.42,186677.73,207757.45,213771.09,196168.14,153010.57,131228.7,117113.66,109103.33,115986.69,130782.07,143693.41,159909.26,173975.52,187963.41,196314.11,209809.95,241723.66,261394.18,255657.85
10,96193,CA,Los Angeles County,Norwalk,90650,4,183910.89,199902.51,228658.95,274345.35,344359.33,429440.84,498135.67,500750.84,405656.09,316112.68,308789.03,292106.96,284910.62,323421.75,368326.96,394300.87,414327.0,456306.3,505796.15,524749.28,561512.21,645083.19,728378.32,723008.84
11,96361,CA,Los Angeles County,Los Angeles,91331,4,137978.13,153280.59,176186.11,216827.08,278258.56,353014.96,415764.27,425143.43,346118.15,242486.79,232027.0,228564.61,226559.89,265215.68,311478.54,340464.49,364355.69,407103.84,468539.61,496485.26,536071.56,621455.98,691706.98,687555.26
12,74101,TN,Davidson County,Nashville,37013,4,145799.18,148597.15,151289.05,153978.66,157868.07,165699.66,175519.41,181886.17,177328.09,165139.95,160514.95,153772.49,151884.6,160014.13,170647.21,185566.36,208021.02,235261.53,259863.81,272813.04,289642.32,335732.42,417531.18,420926.79
13,62046,NY,Kings County,New York,11236,4,244770.59,266036.78,285186.42,321347.62,348566.63,413590.89,480346.62,503251.21,496043.07,438060.49,417573.92,410714.16,402553.23,414076.64,431643.02,455730.07,495141.66,534097.04,574994.48,601863.22,627115.23,677182.44,712778.58,704389.15
14,61807,NY,Bronx County,New York,10467,4,,,,,,,,,,,,,,,,,440667.34,496351.93,532793.32,548182.37,562575.6,613269.24,646611.53,650176.01
15,62018,NY,Kings County,New York,11207,4,206730.63,218027.19,233294.38,267364.68,289035.23,338972.8,420408.06,458137.65,453162.65,399423.0,372624.38,343756.99,338965.26,360008.81,402488.42,450424.77,493882.66,539026.21,571185.44,600685.5,635982.06,684864.83,718531.85,715842.43
16,70829,GA,Gwinnett County,Lawrenceville,30044,4,159728.87,168489.57,175972.96,180149.76,184729.64,189303.24,196728.11,200903.3,191990.61,166726.8,153895.32,131829.53,126258.66,143757.54,165319.48,177055.76,193513.77,208536.28,227125.01,241526.29,256934.5,306435.3,380755.86,386974.72
17,96025,CA,Los Angeles County,Los Angeles,90044,4,142573.42,150760.61,164414.07,192685.33,242843.38,318881.58,387278.04,407756.61,347602.86,234756.88,214222.8,206927.2,203875.24,230463.01,275030.62,305506.35,333125.49,376865.83,438543.15,479333.47,522625.77,600287.54,661010.41,651457.64
18,96817,CA,San Bernardino County,Fontana,92336,4,187135.58,204119.28,229951.38,273334.54,350460.14,444007.25,503201.3,498253.25,375627.53,271974.78,275238.91,267813.26,261869.29,308189.19,367720.13,386327.4,402267.5,422825.15,455119.63,467580.06,490990.56,586715.75,685933.58,675368.83
19,97771,CA,Contra Costa County,Pittsburg,94565,4,,,,,,,,,,,,,,,,,400941.81,435966.29,475481.62,486445.18,507680.2,602800.57,662285.2,618437.13
20,92036,TX,Galveston County,League City,77573,4,,176140.5,178257.68,183890.56,191329.44,203587.25,210902.38,215404.48,217288.08,215572.07,217540.98,207169.08,207099.2,219715.81,236728.11,256854.0,271275.18,280541.16,290725.2,299472.42,310426.48,349274.88,400737.79,406219.82
21,96816,CA,San Bernardino County,Fontana,92335,4,128359.13,140537.48,158820.82,188318.33,241399.44,318615.32,374602.29,378237.03,285860.31,182002.04,173903.21,172328.4,170899.21,205563.25,254304.21,275076.75,294856.88,326537.33,361863.26,373091.25,398932.06,473825.28,545713.52,550878.27
22,96083,CA,Los Angeles County,Bell,90201,4,171286.17,183312.93,201979.92,238723.91,296828.01,375303.33,447115.14,473304.4,399703.8,302130.48,275890.62,257762.15,247733.24,280031.84,321581.98,350205.28,371211.56,411793.0,458164.94,487752.27,525245.43,591570.7,657627.89,664652.49
23,96107,CA,Los Angeles County,Hawthorne,90250,4,230149.16,253599.98,287632.33,343306.14,427312.8,527233.73,591398.09,593788.64,505382.27,424136.73,412111.57,393317.03,381477.42,430084.19,480550.43,509895.72,538457.04,593744.38,681142.33,722887.2,767611.32,866907.59,945418.21,915146.15
