,RegionID,State,County,City,ZipCode,Bedrooms,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0,91982,TX,Fort Bend County,Katy,77494,5,293472.87,291307.33,297004.88,305651.6,318301.86,325234.84,337835.31,354465.36,359197.06,355188.27,362461.15,353638.27,361925.09,390795.72,430715.46,455776.69,446100.48,436421.81,441027.2,447933.98,459354.29,533243.04,645710.52,662188.82
1,61148,NJ,Ocean County,Lakewood,8701,5,173288.19,195176.95,224392.61,272062.57,312245.12,361074.2,396349.26,383707.21,362353.52,324878.73,325859.69,322571.18,328350.48,354766.57,385458.23,433205.58,486038.48,528863.8,550370.8,554591.0,573551.79,666718.48,812717.28,896627.82
2,91940,TX,Harris County,Katy,77449,5,143394.87,145468.03,149726.36,154861.83,163976.95,166518.38,166276.92,171163.06,167039.87,159669.59,156989.6,149545.46,147923.7,156976.78,175390.65,195669.88,207811.6,212159.53,219776.96,227734.07,236595.14,275694.24,338865.87,341158.88
3,91733,TX,Harris County,Houston,77084,5,143823.34,147133.04,149795.49,155308.74,163550.32,170476.37,172542.06,179101.8,180093.99,178063.88,175397.97,169032.13,167190.55,177140.46,197478.13,219470.83,227685.0,228724.6,234276.08,242079.14,251585.05,292347.15,353379.61,359334.8
4,93144,TX,El Paso County,El Paso,79936,5,173935.7,169022.94,167233.98,173706.88,190954.87,213554.9,236863.42,257057.45,256457.43,245635.21,243796.25,238977.41,236925.52,238656.55,236689.55,239146.54,240302.03,245089.17,248027.42,254984.55,267013.04,303895.96,350588.33,369794.4
5,92593,TX,Travis County,Pflugerville,78660,5,212749.62,213888.05,220673.54,219676.07,226771.63,228611.32,232746.66,242115.52,251428.21,237672.88,225441.24,221371.04,226886.64,242960.65,263785.37,287832.13,308102.95,318613.44,325145.6,332569.85,355952.97,491350.8,615899.9,558340.96
6,95992,CA,Los Angeles County,Los Angeles,90011,5,162232.33,161336.07,172413.35,201838.14,255405.69,331416.78,418842.48,459170.65,388906.74,271586.83,231066.78,218644.43,219714.11,253488.07,304633.89,339343.75,365376.79,408756.67,474569.82,519191.39,565845.59,640204.6,700800.37,688940.33
7,91926,TX,Harris County,Cypress,77433,5,,,276044.0,289576.68,309759.25,323213.38,328486.91,342942.05,345624.55,344538.16,347233.49,336753.16,341598.21,362217.44,398489.91,432401.54,427269.68,419539.48,423685.47,434468.8,452628.31,527971.23,641951.66,668408.6
8,84630,IL,Cook County,Chicago,60629,5,117092.1,131187.85,144956.08,163139.59,182253.82,208984.26,233995.46,240880.05,222003.51,170597.2,142471.17,128405.03,116293.31,120607.32,136333.0,152835.23,173257.28,190603.25,207476.98,216934.71,229591.15,262806.81,285945.71,276921.74
9,96193,CA,Los Angeles County,Norwalk,90650,5,176706.55,190055.92,215155.48,259854.02,341038.07,426982.83,503904.99,501938.95,424330.43,333908.28,321417.02,303890.79,300791.49,340371.32,388802.95,418167.65,441479.81,486195.82,542067.24,564417.83,604769.89,690293.74,777722.14,770355.48
10,96361,CA,Los Angeles County,Los Angeles,91331,5,148926.88,168332.32,193135.33,238346.27,306154.07,395762.2,471780.04,484541.22,395670.53,279028.95,256538.5,249145.11,252479.3,294035.88,344729.96,379405.51,407103.58,451369.69,518600.08,549058.07,592257.03,680245.69,747200.97,737232.63
11,74101,TN,Davidson County,Nashville,37013,5,161249.1,164902.77,167133.75,170924.39,176115.21,184080.55,195355.94,203758.57,199475.43,185765.12,177462.47,170681.01,167343.05,176213.85,188067.87,204600.6,227934.99,253640.11,277005.73,291905.13,310065.96,361104.01,453195.95,457963.91
