,RegionID,State,County,City,ZipCode,Bedrooms,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0,91982,TX,Fort Bend County,Katy,77494,2,,,,,,,,,197101.04,197532.69,203165.82,193916.64,193400.02,206949.02,228619.93,252345.03,258207.35,253300.79,257079.05,256268.9,257496.79,286445.01,341755.79,356723.65
1,61148,NJ,Ocean County,Lakewood,8701,2,85158.74,92266.04,104029.83,124125.85,143370.22,159148.44,171434.63,166055.06,150718.32,129986.78,116560.54,104186.61,96911.58,102808.92,119872.14,130999.5,141014.45,146007.64,149534.85,153653.85,157671.2,182781.09,232939.95,256167.58
2,91940,TX,Harris County,Katy,77449,2,64156.35,64725.36,66803.4,71747.46,74610.72,78519.24,78184.85,79314.86,77020.23,73701.29,72300.5,66637.17,62901.95,67282.81,79326.66,93556.95,106004.67,114551.46,122472.0,130341.14,137153.89,155979.39,187047.48,196871.18
3,62080,NY,Queens County,New York,11368,2,160255.24,183775.65,193067.48,198896.65,211712.78,250572.72,292604.62,294237.65,280343.78,237552.2,220663.29,221099.41,223202.67,233958.91,267362.73,300472.63,332125.3,363180.38,395314.61,408112.05,406199.16,413472.54,410737.49,424267.6
4,91733,TX,Harris County,Houston,77084,2,63586.04,65495.0,67269.38,70924.52,75009.47,76428.98,77574.25,81879.4,80711.98,73172.47,72234.56,67288.03,63993.13,67110.54,76408.09,88000.06,97998.81,106239.88,112580.24,124310.91,131802.99,148759.21,175318.45,184699.28
5,93144,TX,El Paso County,El Paso,79936,2,66180.91,62826.43,61779.8,64309.09,67938.92,73857.04,81931.83,88695.85,90039.16,85682.13,87719.01,86009.41,83610.16,83080.79,83456.53,84737.62,86619.04,88903.17,91716.68,95458.75,102403.67,117161.36,136258.61,151759.12
6,62093,NY,Queens County,New York,11385,2,245708.05,277517.88,297603.48,328145.45,381296.53,447819.67,512446.22,514081.03,498552.08,437905.45,415471.82,410085.79,417737.58,442049.56,480530.77,515935.01,560721.22,617991.4,661527.03,688405.4,708234.93,723948.12,736633.08,723851.05
7,92593,TX,Travis County,Pflugerville,78660,2,85731.13,87923.15,88804.08,88114.98,89019.77,89954.24,92537.19,94942.31,100087.66,97851.05,96276.75,90803.33,93421.99,100287.22,113209.92,129006.73,145352.88,159229.39,170217.39,179068.62,191027.21,252064.63,319570.52,297595.46
8,62019,NY,Kings County,New York,11208,2,185064.95,195771.72,205931.71,233986.39,271187.01,337385.86,404322.66,435896.83,433472.09,368694.68,336856.62,325631.82,318703.6,327353.27,356146.77,383154.92,415052.5,452421.08,477038.08,519607.03,542588.01,571545.61,585639.32,591107.5
9,95992,CA,Los Angeles County,Los Angeles,90011,2,96477.54,101430.89,108465.84,123527.93,154979.5,210362.26,271805.07,293235.31,248783.35,163361.39,137923.88,135249.31,134277.24,160846.33,202216.73,227289.46,246174.28,287169.29,347388.84,376541.71,406465.24,456435.52,499549.39,508072.65
10,91926,TX,Harris County,Cypress,77433,2,,,,135983.08,142871.11,144958.68,148099.28,143668.07,142167.3,138283.32,132339.95,125905.79,123594.16,132310.22,150415.78,169349.5,178023.94,183914.33,192092.2,201414.84,210063.86,238582.54,286856.24,297502.53
11,84630,IL,Cook County,Chicago,60629,2,80060.63,90437.5,100758.62,114294.55,128742.58,147634.09,164583.13,167676.82,154178.01,120148.42,101332.64,85719.86,73861.24,78387.43,91486.33,103109.6,116312.9,128678.45,143238.06,150753.66,164237.63,187976.87,202640.82,197691.25
12,96193,CA,Los Angeles County,Norwalk,90650,2,138280.5,150412.6,172939.8,207699.52,259296.44,326640.48,383504.6,384097.93,305456.7,224244.7,213639.68,206711.76,199469.51,234823.39,279335.54,301416.57,315263.2,353574.56,402562.4,418877.18,445236.97,511499.38,583103.65,592524.96
13,96361,CA,Los Angeles County,Los Angeles,91331,2,106616.25,119916.84,138836.45,169469.65,222768.29,284744.56,334880.18,346409.41,263080.43,165196.41,163920.41,164697.83,160705.99,194647.61,236746.85,259932.78,279455.93,319710.15,378443.75,402181.16,432594.26,499271.64,557990.13,564355.84
14,74101,TN,Davidson County,Nashville,37013,2,88654.99,91202.6,93147.1,94007.36,95870.55,100672.45,106145.55,109489.46,108140.97,101470.62,97519.16,89728.48,84693.62,88710.17,95118.77,103537.01,118689.01,135928.5,154497.35,163253.25,173078.44,198899.86,253754.76,266799.72
15,62046,NY,Kings County,New York,11236,2,190150.73,209825.54,223542.97,257730.74,288417.43,344903.95,397054.36,417897.21,411675.03,372411.02,362647.26,344684.93,334856.78,341327.13,348075.68,361728.43,384454.71,417473.95,446565.58,485648.85,496144.83,514685.87,530201.74,515962.88
16,61807,NY,Bronx County,New York,10467,2,,,,,,,,,,114502.18,107689.33,102560.83,112523.68,126752.78,138277.97,143826.62,162625.19,182016.68,196720.45,206385.05,224680.57,251561.56,261774.06,266087.07
17,62085,NY,Queens County,New York,11373,2,202294.01,228626.35,246176.11,266170.89,296784.6,354209.23,412655.06,414073.58,391569.01,319953.75,308736.56,306665.62,313059.53,331731.48,357581.09,367135.23,400866.79,438552.39,469271.29,478355.8,483594.24,485312.22,494235.85,507246.92
18,62037,NY,Kings County,New York,11226,2,148276.45,163438.77,187414.62,220143.1,234924.79,285549.13,340684.85,377140.82,371463.58,342300.98,348437.25,344632.07,345463.72,384547.13,448128.19,519220.95,607436.94,653463.33,692249.43,696485.04,674945.31,684216.96,719065.6,723300.28
19,62018,NY,Kings County,New York,11207,2,135328.25,144233.27,152213.98,175035.52,188487.84,224873.43,268814.19,286174.73,267456.42,228869.03,225978.06,228401.37,230553.54,240025.9,267920.8,287464.74,313570.94,358460.42,390787.79,419704.9,439219.72,464018.26,478091.83,486644.6
20,70829,GA,Gwinnett County,Lawrenceville,30044,2,85633.07,91231.38,97291.17,100674.26,102494.82,104628.82,107256.9,108420.88,102434.81,82273.75,69746.12,57429.73,52569.69,64032.55,84574.31,96827.56,111928.46,126772.56,142296.48,156983.38,167411.3,200313.26,258447.63,271144.93
21,96025,CA,Los Angeles County,Los Angeles,90044,2,113649.84,119812.2,131247.48,150167.06,186818.36,247289.39,309012.79,328176.42,275055.94,183103.39,163781.69,159191.23,153787.52,177907.01,219009.56,243834.42,264622.36,307092.66,367956.03,398703.32,430390.49,489124.86,539072.26,541184.31
22,96817,CA,San Bernardino County,Fontana,92336,2,82564.35,89469.14,103572.75,121024.05,154363.21,210494.96,259096.97,263756.55,195620.07,130584.96,119011.51,117623.62,117734.37,146425.39,189022.37,207064.03,220884.95,246758.32,281501.59,310458.67,325021.12,367655.46,431145.79,443955.41
23,97771,CA,Contra Costa County,Pittsburg,94565,2,,,,,,,,,,,,,,,,218022.23,236781.99,269773.99,305112.45,317730.05,336158.73,390881.2,429879.53,408448.38
24,92036,TX,Galveston County,League City,77573,2,,108913.54,110849.95,113944.45,119237.35,125302.18,130604.8,135267.58,132907.49,128056.38,126529.06,117446.08,114883.21,121321.31,131682.57,143580.48,155523.56,167098.82,177174.38,182920.24,190003.45,216360.32,248102.85,253267.73
25,96816,CA,San Bernardino County,Fontana,92335,2,71584.09,77611.08,89259.48,106664.67,135879.66,180866.67,219615.58,224355.32,165107.91,97816.54,89071.32,88063.35,91216.84,117870.78,153104.44,171412.74,187944.5,217806.37,252535.43,284463.79,304688.92,343018.48,400131.2,416367.76
26,96083,CA,Los Angeles County,Bell,90201,2,131729.24,139442.59,156489.51,181908.71,225516.21,289658.82,349274.73,368248.36,303823.19,216414.05,198335.55,184223.05,179428.94,209438.08,246284.71,269978.68,285056.19,323256.63,370183.77,395578.61,427198.85,484184.39,541390.69,558045.94
27,96107,CA,Los Angeles County,Hawthorne,90250,2,163633.15,180388.95,207670.0,248037.88,313365.28,390832.55,446214.78,442538.65,369404.89,298766.51,293512.17,276977.6,266466.66,311875.6,356378.37,379181.77,401232.93,455316.85,540930.97,575137.21,610861.67,693122.77,755056.4,735689.07
28,61639,NY,New York County,New York,10025,2,492876.46,610257.95,699480.94,808367.13,932712.78,1113111.82,1240664.09,1204705.24,1196662.44,1010420.28,866277.68,920072.76,974616.27,1053463.58,1185201.26,1256822.4,1290390.1,1287208.76,1271432.88,1222835.08,1161128.03,1140057.09,1235585.52,1215024.72
